id,House,Hogsmeade_Visits,House_Allies,Curse_Mark,Owl_Posts,Quidditch_Attendance,Boggart_Fear,Time_in_Chamber,Corruption
8146,Hufflepuff,4.0,4.0,False,,5.0,No,0.0,Safe
8147,Hufflepuff,4.0,7.0,,3.0,7.0,No,1.0,Safe
8148,Gryffindor,8.0,6.0,False,7.0,5.0,No,3.0,Safe
8149,Gryffindor,,11.0,False,7.0,7.0,No,,Safe
8150,Slytherin,5.0,8.0,False,,4.0,,3.0,Vulnerable
8151,Ravenclaw,9.0,7.0,False,9.0,7.0,No,0.0,Safe
8152,Hufflepuff,8.0,15.0,False,8.0,7.0,No,3.0,Safe
8153,Slytherin,,5.0,,,0.0,,,Vulnerable
8154,Slytherin,3.0,4.0,True,3.0,0.0,Yes,11.0,Vulnerable
8155,Slytherin,6.0,6.0,False,3.0,6.0,No,1.0,Safe
8156,Gryffindor,4.0,7.0,False,,6.0,,0.0,Safe
8157,Ravenclaw,6.0,10.0,,6.0,3.0,No,,Safe
8158,Slytherin,1.0,2.0,True,0.0,0.0,,8.0,Vulnerable
8159,Slytherin,,2.0,True,,2.0,Yes,,Vulnerable
8160,Hufflepuff,10.0,8.0,False,8.0,4.0,No,,Safe
8161,Hufflepuff,,7.0,,5.0,7.0,No,2.0,Safe
8162,Ravenclaw,4.0,11.0,False,5.0,4.0,No,0.0,Safe
8163,Ravenclaw,8.0,13.0,,9.0,5.0,No,0.0,Safe
8164,Hufflepuff,6.0,8.0,,5.0,6.0,No,0.0,Safe
8165,Gryffindor,,11.0,,3.0,,No,0.0,Safe
8166,Ravenclaw,9.0,8.0,False,7.0,6.0,No,1.0,Safe
8167,Gryffindor,5.0,9.0,False,3.0,5.0,No,1.0,Safe
8168,Gryffindor,8.0,5.0,,4.0,5.0,No,1.0,Safe
8169,Ravenclaw,4.0,10.0,,9.0,6.0,No,2.0,Safe
8170,Slytherin,10.0,8.0,,7.0,4.0,No,3.0,Safe
8171,Slytherin,,4.0,True,2.0,3.0,Yes,10.0,Vulnerable
8172,Slytherin,,10.0,False,,6.0,No,0.0,Safe
8173,Hufflepuff,6.0,11.0,False,4.0,3.0,No,4.0,Safe
8174,Ravenclaw,,15.0,False,9.0,6.0,No,5.0,Safe
8175,Ravenclaw,6.0,11.0,False,2.0,6.0,No,2.0,Safe
8176,Gryffindor,8.0,7.0,,9.0,3.0,No,3.0,Safe
8177,Hufflepuff,8.0,9.0,False,4.0,7.0,No,0.0,Safe
8178,Hufflepuff,,12.0,False,10.0,3.0,,1.0,Safe
8179,Ravenclaw,4.0,15.0,False,,6.0,No,3.0,Safe
8180,Hufflepuff,,3.0,,0.0,2.0,Yes,5.0,Vulnerable
8181,Ravenclaw,6.0,,False,,,No,3.0,Vulnerable
8182,Ravenclaw,0.0,4.0,True,2.0,2.0,,,Vulnerable
8183,Ravenclaw,8.0,6.0,False,4.0,3.0,No,3.0,Safe
8184,Hufflepuff,5.0,12.0,,9.0,7.0,No,3.0,Safe
8185,Gryffindor,,3.0,True,2.0,0.0,Yes,,Vulnerable
8186,Hufflepuff,7.0,13.0,False,7.0,6.0,No,3.0,Safe
8187,Ravenclaw,3.0,6.0,False,7.0,6.0,No,0.0,Safe
8188,Slytherin,4.0,12.0,,10.0,,No,4.0,Safe
8189,Gryffindor,7.0,12.0,False,9.0,5.0,No,,Safe
8190,Slytherin,3.0,5.0,,2.0,,Yes,,Vulnerable
8191,Gryffindor,3.0,14.0,,3.0,5.0,No,3.0,Safe
8192,Hufflepuff,7.0,13.0,False,6.0,7.0,No,1.0,Safe
8193,Ravenclaw,5.0,9.0,,,,No,,Vulnerable
8194,Gryffindor,9.0,6.0,,9.0,6.0,No,,Safe
8195,Slytherin,7.0,11.0,False,6.0,5.0,No,,Safe
8196,Hufflepuff,,4.0,,0.0,3.0,Yes,,Safe
8197,Slytherin,,15.0,False,4.0,3.0,No,2.0,Safe
8198,Slytherin,,10.0,False,3.0,4.0,No,2.0,Vulnerable
8199,Gryffindor,8.0,6.0,False,,4.0,No,1.0,Safe
8200,Ravenclaw,9.0,11.0,False,,,No,0.0,Safe
8201,Hufflepuff,3.0,14.0,,5.0,6.0,No,0.0,Safe
8202,Slytherin,,6.0,,4.0,5.0,No,1.0,Safe
8203,Ravenclaw,9.0,7.0,False,5.0,5.0,,0.0,Safe
8204,Slytherin,3.0,7.0,True,4.0,2.0,Yes,9.0,Safe
8205,Ravenclaw,2.0,1.0,,1.0,,Yes,4.0,Vulnerable
8206,Slytherin,,13.0,,3.0,,No,0.0,Safe
8207,Hufflepuff,1.0,2.0,True,2.0,2.0,,10.0,Vulnerable
8208,Hufflepuff,3.0,9.0,False,4.0,4.0,No,1.0,Safe
8209,Hufflepuff,4.0,,,9.0,5.0,No,1.0,Safe
8210,Slytherin,4.0,6.0,False,8.0,,No,3.0,Safe
8211,Ravenclaw,9.0,4.0,,3.0,6.0,No,0.0,Safe
8212,Hufflepuff,9.0,13.0,False,7.0,7.0,No,4.0,Safe
8213,Hufflepuff,5.0,7.0,False,4.0,,No,1.0,Safe
8214,Slytherin,8.0,15.0,,3.0,,No,3.0,Safe
8215,Gryffindor,9.0,,,4.0,3.0,No,1.0,Safe
8216,Hufflepuff,2.0,,True,,1.0,Yes,10.0,Vulnerable
8217,Gryffindor,3.0,13.0,False,9.0,4.0,No,,Safe
8218,Ravenclaw,10.0,6.0,False,5.0,4.0,No,1.0,Safe
8219,Slytherin,0.0,5.0,True,1.0,,Yes,5.0,Vulnerable
8220,Slytherin,4.0,15.0,False,8.0,5.0,,1.0,Safe
8221,Slytherin,7.0,12.0,False,5.0,,No,2.0,Safe
8222,Ravenclaw,5.0,15.0,False,8.0,5.0,No,1.0,Safe
8223,Ravenclaw,,14.0,,5.0,3.0,No,,Safe
8224,Slytherin,2.0,0.0,True,0.0,0.0,Yes,5.0,Vulnerable
8225,Ravenclaw,3.0,4.0,True,,2.0,,11.0,Vulnerable
8226,Ravenclaw,6.0,3.0,False,5.0,5.0,No,,Safe
8227,Slytherin,2.0,4.0,True,0.0,2.0,Yes,,Safe
8228,Slytherin,5.0,5.0,False,6.0,5.0,No,,Vulnerable
8229,Hufflepuff,8.0,14.0,,,5.0,No,3.0,Safe
8230,Hufflepuff,4.0,11.0,False,6.0,7.0,No,,Safe
8231,Slytherin,9.0,10.0,,4.0,5.0,No,0.0,Safe
8232,Ravenclaw,10.0,15.0,False,7.0,6.0,No,0.0,Safe
8233,Slytherin,4.0,15.0,,7.0,,No,0.0,Vulnerable
8234,Hufflepuff,1.0,,True,3.0,0.0,Yes,8.0,Vulnerable
8235,Slytherin,4.0,12.0,False,9.0,3.0,No,0.0,Safe
8236,Ravenclaw,6.0,9.0,False,6.0,4.0,No,1.0,Vulnerable
8237,Slytherin,,6.0,,4.0,4.0,,1.0,Vulnerable
8238,Gryffindor,0.0,5.0,True,1.0,3.0,Yes,,Vulnerable
8239,Slytherin,1.0,1.0,,0.0,2.0,,9.0,Vulnerable
8240,Slytherin,0.0,3.0,,1.0,1.0,Yes,,Vulnerable
8241,Slytherin,4.0,7.0,,8.0,4.0,No,0.0,Safe
8242,Slytherin,1.0,1.0,,2.0,,Yes,,Vulnerable
8243,Gryffindor,8.0,15.0,False,10.0,4.0,No,3.0,Safe
8244,Hufflepuff,4.0,13.0,False,5.0,7.0,No,3.0,Safe
8245,Slytherin,4.0,7.0,False,6.0,5.0,No,0.0,Safe
8246,Slytherin,5.0,11.0,,3.0,5.0,No,8.0,Safe
8247,Slytherin,,,False,4.0,3.0,No,2.0,Vulnerable
8248,Hufflepuff,4.0,9.0,False,5.0,7.0,No,,Safe
8249,Gryffindor,4.0,10.0,False,3.0,5.0,No,,Safe
8250,Gryffindor,5.0,,False,3.0,5.0,No,1.0,Safe
8251,Gryffindor,7.0,11.0,False,8.0,4.0,No,1.0,Safe
8252,Hufflepuff,7.0,,False,7.0,6.0,No,2.0,Safe
8253,Ravenclaw,9.0,7.0,False,3.0,3.0,No,3.0,Safe
8254,Hufflepuff,,5.0,,2.0,1.0,,10.0,Vulnerable
8255,Slytherin,,7.0,,5.0,,No,3.0,Vulnerable
8256,Gryffindor,4.0,5.0,False,,5.0,No,3.0,Safe
8257,Slytherin,8.0,6.0,,10.0,6.0,No,1.0,Safe
8258,Hufflepuff,4.0,11.0,False,7.0,6.0,No,1.0,Safe
8259,Gryffindor,7.0,7.0,False,9.0,5.0,,2.0,Safe
8260,Slytherin,8.0,6.0,,5.0,7.0,No,3.0,Safe
8261,Slytherin,9.0,6.0,,5.0,3.0,No,2.0,Safe
8262,Hufflepuff,0.0,5.0,True,0.0,1.0,Yes,,Vulnerable
8263,Slytherin,0.0,4.0,True,2.0,1.0,,5.0,Vulnerable
8264,Slytherin,3.0,,True,1.0,,Yes,,Vulnerable
8265,Gryffindor,8.0,15.0,False,3.0,4.0,No,3.0,Safe
8266,Slytherin,8.0,13.0,False,8.0,4.0,No,1.0,Safe
8267,Gryffindor,5.0,,False,,4.0,No,2.0,Vulnerable
8268,Hufflepuff,8.0,7.0,,9.0,7.0,No,0.0,Safe
8269,Gryffindor,,,True,3.0,2.0,Yes,7.0,Vulnerable
8270,Slytherin,7.0,9.0,,3.0,4.0,,1.0,Safe
8271,Gryffindor,6.0,12.0,,6.0,6.0,No,2.0,Safe
8272,Gryffindor,5.0,4.0,False,5.0,4.0,No,,Vulnerable
8273,Slytherin,8.0,12.0,,10.0,6.0,No,3.0,Safe
8274,Ravenclaw,6.0,15.0,,6.0,6.0,,2.0,Safe
8275,Slytherin,1.0,3.0,True,0.0,2.0,,10.0,Vulnerable
8276,Hufflepuff,6.0,12.0,,6.0,,No,,Vulnerable
8277,Slytherin,0.0,1.0,True,0.0,3.0,Yes,5.0,Vulnerable
8278,Slytherin,5.0,10.0,,9.0,6.0,No,1.0,Safe
8279,Slytherin,6.0,10.0,False,7.0,5.0,No,1.0,Safe
8280,Gryffindor,,12.0,False,5.0,4.0,No,3.0,Safe
8281,Slytherin,8.0,15.0,False,9.0,5.0,No,,Safe
8282,Ravenclaw,9.0,8.0,False,9.0,,No,0.0,Safe
8283,Slytherin,2.0,,True,0.0,3.0,Yes,6.0,Vulnerable
8284,Slytherin,3.0,2.0,True,3.0,3.0,Yes,7.0,Safe
8285,Gryffindor,4.0,,,5.0,6.0,No,,Vulnerable
8286,Slytherin,4.0,13.0,False,3.0,7.0,,2.0,Safe
8287,Gryffindor,5.0,12.0,False,10.0,,No,1.0,Safe
8288,Hufflepuff,6.0,12.0,,9.0,3.0,No,0.0,Safe
8289,Slytherin,2.0,3.0,,2.0,0.0,Yes,7.0,Vulnerable
8290,Hufflepuff,8.0,6.0,False,7.0,4.0,No,,Safe
8291,Ravenclaw,0.0,3.0,,,2.0,Yes,10.0,Safe
8292,Ravenclaw,6.0,,,9.0,5.0,No,0.0,Safe
8293,Slytherin,9.0,12.0,False,10.0,7.0,No,1.0,Safe
8294,Slytherin,9.0,8.0,,8.0,3.0,No,1.0,Safe
8295,Gryffindor,6.0,4.0,,7.0,7.0,No,3.0,Safe
8296,Slytherin,9.0,14.0,False,5.0,6.0,No,,Safe
8297,Hufflepuff,,10.0,,9.0,4.0,No,4.0,Safe
8298,Ravenclaw,5.0,8.0,,7.0,7.0,No,2.0,Safe
8299,Slytherin,7.0,4.0,False,7.0,4.0,No,1.0,Safe
8300,Hufflepuff,1.0,3.0,True,1.0,1.0,Yes,,Vulnerable
8301,Slytherin,7.0,6.0,False,9.0,3.0,,,Safe
8302,Slytherin,5.0,14.0,False,8.0,7.0,No,0.0,Safe
8303,Slytherin,8.0,10.0,False,8.0,7.0,No,4.0,Safe
8304,Slytherin,7.0,7.0,False,6.0,6.0,No,3.0,Safe
8305,Slytherin,0.0,,True,2.0,0.0,Yes,11.0,Vulnerable
8306,Ravenclaw,6.0,,False,3.0,7.0,No,3.0,Safe
8307,Slytherin,8.0,12.0,False,,7.0,No,2.0,Safe
8308,Ravenclaw,6.0,13.0,False,6.0,3.0,No,2.0,Safe
8309,Slytherin,7.0,9.0,,5.0,,No,0.0,Vulnerable
8310,Gryffindor,6.0,12.0,,3.0,6.0,No,3.0,Safe
8311,Hufflepuff,7.0,11.0,False,6.0,5.0,,3.0,Safe
8312,Ravenclaw,6.0,13.0,False,3.0,6.0,No,4.0,Safe
8313,Slytherin,5.0,10.0,,5.0,3.0,No,1.0,Vulnerable
8314,Slytherin,1.0,0.0,True,3.0,3.0,Yes,6.0,Vulnerable
8315,Gryffindor,,1.0,True,2.0,0.0,,5.0,Vulnerable
8316,Slytherin,10.0,11.0,,,6.0,No,1.0,Safe
8317,Hufflepuff,6.0,4.0,False,7.0,4.0,No,2.0,Safe
8318,Slytherin,5.0,11.0,False,3.0,4.0,,1.0,Vulnerable
8319,Slytherin,6.0,8.0,False,4.0,,,3.0,Vulnerable
8320,Ravenclaw,9.0,7.0,False,3.0,,No,0.0,Safe
8321,Gryffindor,6.0,9.0,False,3.0,3.0,No,1.0,Safe
8322,Ravenclaw,4.0,5.0,False,6.0,6.0,No,,Safe
8323,Hufflepuff,9.0,,False,6.0,5.0,,3.0,Safe
8324,Gryffindor,10.0,10.0,,6.0,4.0,No,3.0,Safe
8325,Hufflepuff,,2.0,True,1.0,,Yes,5.0,Vulnerable
8326,Slytherin,1.0,0.0,True,2.0,,Yes,11.0,Vulnerable
8327,Gryffindor,,15.0,,,4.0,No,1.0,Safe
8328,Ravenclaw,9.0,6.0,False,9.0,7.0,No,3.0,Safe
8329,Gryffindor,6.0,6.0,False,8.0,4.0,No,0.0,Safe
8330,Slytherin,5.0,10.0,,,4.0,No,0.0,Safe
8331,Ravenclaw,,2.0,True,1.0,,Yes,,Vulnerable
8332,Slytherin,9.0,13.0,False,4.0,5.0,No,2.0,Safe
8333,Slytherin,5.0,15.0,False,5.0,4.0,No,0.0,Safe
8334,Gryffindor,5.0,8.0,False,6.0,6.0,,0.0,Safe
8335,Slytherin,1.0,3.0,,2.0,1.0,Yes,7.0,Vulnerable
8336,Gryffindor,4.0,7.0,False,9.0,3.0,No,3.0,Safe
8337,Gryffindor,7.0,5.0,False,4.0,5.0,No,3.0,Safe
8338,Hufflepuff,4.0,14.0,False,7.0,3.0,No,2.0,Safe
8339,Hufflepuff,9.0,,False,9.0,5.0,,3.0,Safe
8340,Gryffindor,4.0,14.0,False,4.0,6.0,No,2.0,Safe
8341,Slytherin,5.0,8.0,False,,6.0,No,0.0,Safe
8342,Ravenclaw,0.0,5.0,True,3.0,3.0,Yes,9.0,Vulnerable
8343,Slytherin,5.0,7.0,,9.0,,No,2.0,Safe
8344,Ravenclaw,,8.0,,4.0,5.0,No,1.0,Vulnerable
8345,Slytherin,9.0,10.0,False,8.0,4.0,No,,Safe
8346,Slytherin,7.0,10.0,False,6.0,6.0,No,1.0,Safe
8347,Slytherin,10.0,11.0,False,8.0,4.0,No,2.0,Safe
8348,Slytherin,7.0,10.0,False,9.0,5.0,No,,Safe
8349,Slytherin,,12.0,,5.0,5.0,,2.0,Safe
8350,Slytherin,,7.0,False,,,No,0.0,Vulnerable
8351,Slytherin,,14.0,False,3.0,,No,1.0,Safe
8352,Slytherin,10.0,9.0,False,5.0,6.0,No,3.0,Safe
8353,Hufflepuff,,,True,,,Yes,4.0,Vulnerable
8354,Slytherin,9.0,12.0,False,3.0,4.0,No,2.0,Safe
8355,Slytherin,2.0,3.0,,,2.0,Yes,9.0,Vulnerable
8356,Slytherin,8.0,6.0,False,3.0,3.0,No,1.0,Safe
8357,Ravenclaw,5.0,6.0,False,9.0,,No,1.0,Safe
8358,Slytherin,7.0,15.0,,3.0,5.0,No,1.0,Safe
8359,Gryffindor,10.0,9.0,,,5.0,No,1.0,Safe
8360,Slytherin,3.0,1.0,True,,2.0,Yes,11.0,Vulnerable
8361,Hufflepuff,7.0,10.0,,7.0,6.0,No,4.0,Safe
8362,Gryffindor,9.0,12.0,False,4.0,4.0,No,0.0,Safe
8363,Hufflepuff,6.0,10.0,False,,4.0,No,2.0,Vulnerable
8364,Ravenclaw,5.0,,,4.0,,No,2.0,Vulnerable
8365,Ravenclaw,7.0,5.0,False,4.0,3.0,No,0.0,Safe
8366,Slytherin,,2.0,True,1.0,2.0,Yes,11.0,Vulnerable
8367,Gryffindor,4.0,14.0,False,6.0,,No,0.0,Safe
8368,Gryffindor,9.0,3.0,False,4.0,6.0,No,3.0,Safe
8369,Slytherin,0.0,4.0,,3.0,0.0,Yes,6.0,Vulnerable
8370,Slytherin,6.0,14.0,False,,3.0,No,2.0,Safe
8371,Gryffindor,4.0,12.0,,6.0,5.0,No,0.0,Safe
8372,Ravenclaw,9.0,14.0,,6.0,,No,0.0,Safe
8373,Slytherin,1.0,1.0,True,,1.0,Yes,9.0,Vulnerable
8374,Slytherin,4.0,12.0,,8.0,,No,2.0,Safe
8375,Ravenclaw,,9.0,,6.0,5.0,No,3.0,Vulnerable
8376,Slytherin,,,False,3.0,4.0,No,3.0,Vulnerable
8377,Ravenclaw,,9.0,False,8.0,3.0,No,3.0,Vulnerable
8378,Ravenclaw,3.0,,,2.0,0.0,Yes,5.0,Vulnerable
8379,Gryffindor,6.0,8.0,False,7.0,6.0,No,2.0,Safe
8380,Slytherin,,8.0,,8.0,3.0,No,0.0,Safe
8381,Gryffindor,,,True,0.0,2.0,Yes,,Vulnerable
8382,Hufflepuff,5.0,11.0,,9.0,6.0,,1.0,Safe
8383,Ravenclaw,,8.0,False,8.0,3.0,No,1.0,Safe
8384,Slytherin,6.0,15.0,False,10.0,3.0,No,2.0,Safe
8385,Ravenclaw,5.0,12.0,False,9.0,6.0,No,0.0,Safe
8386,Ravenclaw,2.0,5.0,True,2.0,3.0,Yes,,Safe
8387,Slytherin,4.0,10.0,False,8.0,5.0,No,0.0,Safe
8388,Ravenclaw,,4.0,,0.0,2.0,Yes,,Vulnerable
8389,Hufflepuff,8.0,6.0,False,8.0,7.0,No,3.0,Safe
8390,Slytherin,3.0,3.0,True,0.0,,Yes,6.0,Vulnerable
8391,Hufflepuff,8.0,9.0,,5.0,7.0,No,,Safe
8392,Hufflepuff,8.0,11.0,False,4.0,2.0,No,2.0,Safe
8393,Gryffindor,9.0,14.0,False,3.0,3.0,No,1.0,Safe
8394,Hufflepuff,5.0,15.0,,6.0,3.0,No,,Vulnerable
8395,Slytherin,0.0,,True,0.0,3.0,Yes,5.0,Vulnerable
8396,Slytherin,2.0,,,,0.0,Yes,7.0,Vulnerable
8397,Gryffindor,,5.0,False,9.0,6.0,No,3.0,Safe
8398,Ravenclaw,4.0,4.0,,6.0,6.0,No,3.0,Safe
8399,Ravenclaw,4.0,3.0,False,7.0,6.0,No,0.0,Safe
8400,Slytherin,4.0,14.0,False,3.0,5.0,No,2.0,Safe
8401,Ravenclaw,7.0,8.0,False,8.0,4.0,No,,Vulnerable
8402,Gryffindor,5.0,,,7.0,7.0,No,0.0,Safe
8403,Ravenclaw,5.0,11.0,False,10.0,4.0,No,3.0,Safe
8404,Ravenclaw,8.0,8.0,,3.0,4.0,,2.0,Safe
8405,Hufflepuff,9.0,9.0,False,6.0,3.0,No,2.0,Safe
8406,Hufflepuff,4.0,11.0,,,,No,0.0,Safe
8407,Slytherin,3.0,6.0,False,7.0,2.0,No,2.0,Safe
8408,Slytherin,,4.0,True,2.0,1.0,,7.0,Vulnerable
8409,Hufflepuff,7.0,,,5.0,4.0,No,,Vulnerable
8410,Slytherin,7.0,14.0,,4.0,5.0,No,2.0,Safe
8411,Gryffindor,5.0,10.0,False,3.0,5.0,No,2.0,Safe
8412,Slytherin,3.0,3.0,,,1.0,Yes,,Vulnerable
8413,Gryffindor,5.0,11.0,,10.0,3.0,No,,Safe
8414,Ravenclaw,7.0,7.0,False,6.0,7.0,No,,Safe
8415,Slytherin,10.0,,False,4.0,4.0,No,2.0,Safe
8416,Slytherin,9.0,9.0,False,6.0,3.0,No,3.0,Safe
8417,Hufflepuff,6.0,7.0,False,5.0,7.0,No,,Safe
8418,Ravenclaw,9.0,,False,3.0,7.0,No,3.0,Safe
8419,Slytherin,1.0,,True,,0.0,,6.0,Vulnerable
8420,Gryffindor,7.0,,False,4.0,6.0,No,0.0,Safe
8421,Slytherin,,11.0,,9.0,7.0,No,0.0,Safe
8422,Slytherin,8.0,8.0,False,4.0,4.0,No,1.0,Safe
8423,Gryffindor,5.0,13.0,,6.0,3.0,No,2.0,Safe
8424,Slytherin,9.0,7.0,,8.0,7.0,,3.0,Safe
8425,Slytherin,9.0,4.0,,3.0,4.0,No,1.0,Safe
8426,Gryffindor,,3.0,True,2.0,,Yes,8.0,Vulnerable
8427,Hufflepuff,5.0,10.0,False,7.0,4.0,No,,Vulnerable
8428,Ravenclaw,8.0,13.0,False,10.0,6.0,No,3.0,Safe
8429,Gryffindor,5.0,11.0,False,4.0,5.0,No,1.0,Safe
8430,Hufflepuff,6.0,12.0,False,4.0,5.0,No,2.0,Safe
8431,Ravenclaw,7.0,10.0,False,5.0,,No,2.0,Safe
8432,Slytherin,,5.0,,0.0,0.0,Yes,7.0,Vulnerable
8433,Slytherin,7.0,9.0,False,8.0,5.0,No,1.0,Safe
8434,Gryffindor,7.0,7.0,False,3.0,7.0,No,4.0,Safe
8435,Slytherin,,0.0,True,0.0,0.0,Yes,,Vulnerable
8436,Slytherin,4.0,15.0,False,3.0,6.0,No,0.0,Safe
8437,Ravenclaw,,0.0,True,0.0,0.0,Yes,9.0,Vulnerable
8438,Slytherin,8.0,11.0,False,4.0,6.0,No,3.0,Safe
8439,Slytherin,7.0,15.0,False,3.0,4.0,No,1.0,Safe
8440,Gryffindor,2.0,4.0,,0.0,2.0,Yes,9.0,Safe
8441,Slytherin,7.0,14.0,,7.0,,No,,Safe
8442,Ravenclaw,5.0,9.0,False,5.0,,No,2.0,Vulnerable
8443,Hufflepuff,,7.0,False,5.0,,No,2.0,Vulnerable
8444,Slytherin,4.0,11.0,,,3.0,No,3.0,Vulnerable
8445,Slytherin,7.0,,False,5.0,3.0,No,,Safe
8446,Slytherin,1.0,2.0,True,1.0,3.0,Yes,6.0,Vulnerable
8447,Ravenclaw,1.0,4.0,True,2.0,1.0,,4.0,Vulnerable
8448,Slytherin,8.0,,False,4.0,3.0,,2.0,Safe
8449,Hufflepuff,9.0,7.0,,10.0,5.0,No,3.0,Safe
8450,Slytherin,,5.0,False,3.0,4.0,No,1.0,Safe
8451,Slytherin,9.0,13.0,,6.0,4.0,No,3.0,Safe
8452,Slytherin,8.0,11.0,,3.0,6.0,No,,Vulnerable
8453,Ravenclaw,6.0,6.0,False,8.0,6.0,No,2.0,Safe
8454,Gryffindor,5.0,13.0,,5.0,6.0,No,2.0,Safe
8455,Gryffindor,8.0,9.0,False,7.0,7.0,No,2.0,Safe
8456,Slytherin,,3.0,True,2.0,2.0,Yes,,Vulnerable
8457,Hufflepuff,,,False,4.0,3.0,No,3.0,Safe
8458,Ravenclaw,9.0,7.0,False,4.0,3.0,,2.0,Safe
8459,Slytherin,8.0,6.0,False,10.0,6.0,No,2.0,Safe
8460,Slytherin,7.0,14.0,False,5.0,7.0,No,1.0,Safe
8461,Hufflepuff,8.0,13.0,False,3.0,7.0,No,3.0,Safe
8462,Gryffindor,6.0,10.0,False,7.0,7.0,,2.0,Safe
8463,Ravenclaw,,,True,1.0,,Yes,11.0,Vulnerable
8464,Slytherin,1.0,,,1.0,0.0,Yes,10.0,Vulnerable
8465,Slytherin,3.0,4.0,,2.0,,Yes,8.0,Vulnerable
8466,Hufflepuff,,10.0,,3.0,,No,3.0,Vulnerable
8467,Ravenclaw,8.0,,False,9.0,6.0,No,2.0,Safe
8468,Hufflepuff,,,,0.0,,Yes,5.0,Vulnerable
8469,Slytherin,4.0,12.0,False,8.0,7.0,No,2.0,Safe
8470,Slytherin,1.0,3.0,,2.0,2.0,Yes,,Vulnerable
8471,Slytherin,3.0,,True,3.0,0.0,Yes,7.0,Vulnerable
8472,Ravenclaw,9.0,,False,8.0,3.0,No,3.0,Safe
8473,Slytherin,,9.0,,10.0,3.0,No,3.0,Safe
8474,Slytherin,7.0,6.0,False,7.0,7.0,No,1.0,Safe
8475,Gryffindor,7.0,11.0,False,8.0,4.0,No,0.0,Safe
8476,Slytherin,3.0,5.0,True,1.0,,Yes,4.0,Vulnerable
8477,Ravenclaw,2.0,4.0,True,1.0,,,11.0,Vulnerable
8478,Slytherin,4.0,15.0,False,6.0,3.0,No,0.0,Safe
8479,Hufflepuff,7.0,9.0,False,,6.0,No,4.0,Safe
8480,Hufflepuff,3.0,4.0,,2.0,1.0,Yes,6.0,Vulnerable
8481,Gryffindor,9.0,8.0,,9.0,3.0,No,2.0,Safe
8482,Hufflepuff,4.0,10.0,,3.0,,No,,Safe
8483,Slytherin,7.0,7.0,,5.0,4.0,,,Vulnerable
8484,Slytherin,0.0,0.0,,,,Yes,10.0,Vulnerable
8485,Slytherin,7.0,8.0,,9.0,6.0,No,,Safe
8486,Ravenclaw,7.0,5.0,,7.0,6.0,No,0.0,Safe
8487,Ravenclaw,6.0,15.0,False,3.0,3.0,No,,Safe
8488,Slytherin,2.0,5.0,True,2.0,3.0,Yes,,Vulnerable
8489,Gryffindor,2.0,3.0,,,0.0,Yes,1.0,Vulnerable
8490,Gryffindor,7.0,,False,4.0,7.0,No,1.0,Safe
8491,Ravenclaw,7.0,12.0,False,5.0,7.0,No,,Safe
8492,Slytherin,,2.0,,0.0,,Yes,11.0,Vulnerable
8493,Ravenclaw,5.0,11.0,,8.0,6.0,No,2.0,Safe
8494,Hufflepuff,9.0,11.0,False,8.0,,No,3.0,Safe
8495,Slytherin,3.0,2.0,True,,2.0,Yes,10.0,Vulnerable
8496,Gryffindor,6.0,4.0,False,5.0,5.0,No,0.0,Safe
8497,Gryffindor,0.0,,True,1.0,2.0,Yes,6.0,Vulnerable
8498,Slytherin,5.0,13.0,,9.0,,No,4.0,Safe
8499,Slytherin,3.0,4.0,,,3.0,Yes,10.0,Vulnerable
8500,Hufflepuff,4.0,7.0,,7.0,6.0,No,1.0,Safe
8501,Slytherin,6.0,10.0,False,9.0,,No,1.0,Vulnerable
8502,Hufflepuff,8.0,11.0,False,7.0,4.0,,1.0,Safe
8503,Gryffindor,,4.0,True,3.0,3.0,Yes,5.0,Vulnerable
8504,Ravenclaw,0.0,3.0,True,,2.0,Yes,,Vulnerable
8505,Slytherin,5.0,15.0,False,8.0,3.0,No,1.0,Safe
8506,Slytherin,8.0,10.0,,6.0,6.0,,2.0,Safe
8507,Gryffindor,9.0,4.0,,3.0,5.0,No,3.0,Safe
8508,Ravenclaw,8.0,,False,9.0,6.0,No,1.0,Safe
8509,Slytherin,5.0,14.0,False,10.0,5.0,No,6.0,Safe
8510,Ravenclaw,5.0,11.0,,8.0,6.0,No,3.0,Safe
8511,Hufflepuff,5.0,12.0,False,,4.0,No,3.0,Vulnerable
8512,Hufflepuff,3.0,5.0,False,6.0,4.0,No,1.0,Safe
8513,Ravenclaw,3.0,5.0,,9.0,5.0,No,0.0,Safe
8514,Slytherin,1.0,1.0,True,2.0,5.0,Yes,4.0,Vulnerable
8515,Ravenclaw,,3.0,True,0.0,,Yes,,Vulnerable
8516,Slytherin,8.0,,,8.0,5.0,No,3.0,Safe
8517,Slytherin,3.0,1.0,,1.0,3.0,Yes,11.0,Vulnerable
8518,Gryffindor,,,,6.0,3.0,No,,Vulnerable
8519,Gryffindor,3.0,14.0,False,9.0,5.0,No,2.0,Safe
8520,Hufflepuff,,2.0,True,1.0,,,6.0,Vulnerable
8521,Hufflepuff,1.0,,,2.0,0.0,Yes,9.0,Vulnerable
8522,Gryffindor,,9.0,,4.0,4.0,No,,Vulnerable
8523,Slytherin,,,,5.0,6.0,No,1.0,Safe
8524,Slytherin,3.0,2.0,,1.0,0.0,,9.0,Vulnerable
